video_id,title,description,comment,published_at,author_display_name,comment_like_count,comment_count,video_dislike_count,video_favourite_count,video_like_count,video_view_count,channel_subscriber_count
BFecGhUZzkw,Circular Linked List - Implementation & Applications | Prof. Kamal Ghanshala | Graphic Era,"Prof. Kamal Ghanshala, Hon’ble Founder President, Graphic Era Group of Institutions, has decided to lead the charge in the online education paradigm for Graphic Era, by stepping up and taking the lead in delivering top notch lectures everyday through digital mediums.

Avoiding the constraints and limitations associated with other smaller digital communication mediums, to reaffirm his thought that knowledge should be available to anyone who wishes to learn, he has chosen to allow his lectures to be present on YouTube as well. This will help students studying Computer Science across the globe to learn from a professor in Computer Science with Unparalleled Excellence.

His simplicity, his ability to simplify complex problems and effectively communicate with the students, as a devote teacher, despite being a standout EduPreneur in India’s education system who has taken Graphic Era right up there with the best Educational Institutions while meeting all International Standards and delivering quality education, is admirable to say the least. 

Here is his second lecture (Part - 2) on Circular Linked List, under one of the most challenging topics in Computer Science Engineering, Advanced Data Structures, but just like the decades that have flown by with him taking a class everyday, he does so with utmost ease and confidence.

Stay tuned for further lectures in the same space.

Circular Linked List - Part 1 - https://youtu.be/OFEvyDshOIw
Career Guidance Webinar - https://www.youtube.com/watch?v=8NTaYajg_lc","Name - Aman Malik
Roll no - 11
Section - E
C.S.E(core)",2020-04-18T05:07:32Z,Aman Malik,0,120,12,0,218,11732,9800
4QiCHe6aClY,Graphic Era University |  Missing your University?,"This pandemic may have changed everything... but it hasn't changed the love and affection we hold for our dear students. 

We miss the loud roars of laughter and the endless fun. And yes, we know you miss your college, too! 

Here's a video portraying our love for our dear students. Let us know how you feel in the comments below!",missing u,2020-04-14T13:24:03Z,Akshat Sati,1,2,6,0,118,1302,9800
zPH2KAJpzXU,"Graphic Era | Founder President, Prof. Ghanshala | Amrish Sharma | Birthday Wishes","Recalling his cherished friendship with his closest friend, Mr. Ambrish Kumar Sharma dedicated a unique and warm-hearted birthday wish to our mentor, Prof. Kamal Ghanshala, Hon’ble Founder President, Graphic Era Group of Institutions. 

With supreme oration and gracious humor, Mr. Ambrish ensured that his birthday greeting was truly distinctive and extraordinary.",missing u,2020-04-15T16:23:59Z,Akshat Sati,1,0,3,0,61,911,9800
tGFWuriSrGY,Graphic Era University Dehradun | 18th Edition of Akhil Bharatiya Kavi Sammelan,"A euphonic gathering of the most creative, artistic minds of the country.

Watch here on GEUTUBE, our first ever online Kavi Sammelan, organized on the auspicious occasion of the birthday of Prof. Kamal Ghanshala, Hon’ble Founder President, Graphic Era Group of Institutions.

The indomitable, invincible spirit of Graphic Era does not allow hurdles to impair our zest. The show must go on! Do not let the Covid-19 pandemic refrain you from enjoying the ballads and melodies of the most evergreen artists of the country!",❤❤osm.,2020-04-15T13:32:19Z,Pooja Nauni,1,26,21,0,476,5577,9800
G2Tsw9l92jY,Graphic Era University | Prof. Kamal Ghanshala | Birthday 2020 | Honouring Our Mentor,"There's just something about rituals and traditions. Following them with discipline, consistently giving your best shot, not allowing obstacles to get in your way, calms the soul like never before. 

Like every year, the university celebrated the birthday of our dear mentor, Prof. Kamal Ghanshala, Hon’ble Founder President, Graphic Era Group of Institutions.

Our cherished alumni from some of the oldest batches conveyed their desire to interact with their most admired guide via Skype! 

Also, our students and faculty members shared their heartfelt regards and warm wishes to their beloved mentor. Watch this video to know how wonderful the day has been! We believe it has been a beautiful birthday, indeed!",Happy Birthday sir,2020-04-15T13:08:01Z,Nikhil Pandey,0,23,12,0,375,5116,9800
wn5GA58giXY,Lecture on Dijkstra’s Algorithm | Prof. Kamal Ghanshala | Graphic Era,"Prof. Kamal Ghanshala, Hon’ble Founder President, Graphic Era Group of Institutions, has decided to lead the charge in the online education paradigm for Graphic Era, by stepping up and taking the lead in delivering top notch lectures everyday through digital mediums.

Avoiding the constraints and limitations associated with other smaller digital communication mediums, to reaffirm his thought that knowledge should be available to anyone who wishes to learn, he has chosen to allow his lectures to be present on YouTube as well. This will help students studying Computer Science across the globe to learn from a professor in Computer Science with Unparalleled Excellence.

His simplicity, his ability to simplify complex problems and effectively communicate with the students, as a devote teacher, despite being a standout EduPreneur in India’s education system who has taken Graphic Era right up there with the best Educational Institutions while meeting all International Standards and delivering quality education, is admirable to say the least. 

Here he is, delivering a lecture on Advanced Data Structures, one of the most challenging topics in Computer Science Engineering, but just like the decades that have flown by with him taking a class everyday, he does so with utmost ease and confidence.

Stay tuned for further lectures in the same space.

Lecture on Circular Linked List - Part 1 - https://www.youtube.com/watch?v=6sbyZXOd75E
Second lecture (Part - 2) on Circular Linked List - https://www.youtube.com/watch?v=ZIL0axLMs_g","section C
roll no. 1918121
reg. no. 19011770
Gehu doon",2020-04-12T19:23:51Z,Abhishek Gururani,0,162,20,0,462,7779,9800
8NTaYajg_lc,Graphic Era Deemed to be University | Career Guidance Webinar | 11 April 2020,"Don’t let the corona crisis hamper your higher education dreams.
Are you an aspirant of the dynamic and enthralling field of Computer Science Engineering?
Get the ultimate guidance from the man himself!
Driven by Prof. Dr. Kamal Ghanshala, President, Graphic Era Group of Institutions, an accomplished and renowned academician of the country, this webinar the best platform to get the answers to all your queries regarding pursuing a degree in computer science engineering and get awareness on potential career options in the world of automation and technology! This interactive session will also help you realize your interests and capabilities with adept and proficient guidance from the leader of a university that has given flight to the ambitions of thousands of young students for 27 years.
Get to know how Graphic Era can help boost your career and help you explore your potential and passion.

Website: www.geu.ac.in | www.gehu.ac.in
Apply Now 
Graphic Era Deemed to be University @ https://www.geu.ac.in/content/geu/en/admissionform.html 
Graphic Era Hill University @ https://www.gehu.ac.in/content/gehu/en/admission-form.html

Toll Free Number: 1800 270 1280 | 1800 18000 14/15
WhatsApp Number: +91 74568 03478

Graphic Era Deemed to be University 
Facebook: https://www.facebook.com/GEUOfficial
Instagram: https://www.instagram.com/geuofficial
LinkedIn: https://www.linkedin.com/school/graphic-era-official
Twitter: https://twitter.com/GEU_Official
Virtual Tour: https://tour.geu.ac.in

Graphic Era Hill University
Facebook: https://www.facebook.com/gehu.official
Instagram: https://www.instagram.com/graphicerahilluniversity
LinkedIn: https://www.linkedin.com/company/graphic-era-hilluniversity
Twitter: https://twitter.com/graphicerahill1
YouTube: https://www.youtube.com/user/GEHUDehradun
Virtual Tour: https://tour.gehu.ac.in",Please join the live session on : https://www.youtube.com/watch?v=MzN3DBVubLk,2020-04-11T03:49:11Z,Graphic Era deemed to be University Official,0,5,23,0,287,7166,9800
MzN3DBVubLk,Graphic Era Deemed to be University | Career Guidance Webinar | 11 April 2020 (Part 2),"Don’t let the corona crisis hamper your higher education dreams.
Are you an aspirant of the dynamic and enthralling field of Computer Science Engineering?
Get the ultimate guidance from the man himself!
Driven by Prof. Dr. Kamal Ghanshala, President, Graphic Era Group of Institutions, an accomplished and renowned academician of the country, this webinar the best platform to get the answers to all your queries regarding pursuing a degree in computer science engineering and get awareness on potential career options in the world of automation and technology! This interactive session will also help you realize your interests and capabilities with adept and proficient guidance from the leader of a university that has given flight to the ambitions of thousands of young students for 27 years.
Get to know how Graphic Era can help boost your career and help you explore your potential and passion.

Website: www.geu.ac.in | www.gehu.ac.in
Apply Now 
Graphic Era Deemed to be University @ https://www.geu.ac.in/content/geu/en/admissionform.html 
Graphic Era Hill University @ https://www.gehu.ac.in/content/gehu/en/admission-form.html

Toll Free Number: 1800 270 1280 | 1800 18000 14/15
WhatsApp Number: +91 74568 03478

Graphic Era Deemed to be University 
Facebook: https://www.facebook.com/GEUOfficial
Instagram: https://www.instagram.com/geuofficial
LinkedIn: https://www.linkedin.com/school/graphic-era-official
Twitter: https://twitter.com/GEU_Official
Virtual Tour: https://tour.geu.ac.in

Graphic Era Hill University
Facebook: https://www.facebook.com/gehu.official
Instagram: https://www.instagram.com/graphicerahilluniversity
LinkedIn: https://www.linkedin.com/company/graphic-era-hilluniversity
Twitter: https://twitter.com/graphicerahill1
YouTube: https://www.youtube.com/user/GEHUDehradun
Virtual Tour: https://tour.gehu.ac.in",Very informative nad motivating,2020-04-11T06:18:03Z,nitin rathor,3,4,5,0,145,2048,9800
6RivEYvz_bg,Graphic Era University | Aerial Shot of Dehradun on 5th April at 9PM,"Light up the world with hope and solidarity.
Aerial Shot of Dehradun on 5th April at 9PM 
#PrakashkaParichay #GraphicEra #FightAgainstCorona #DefeatCorona
Music: Coldplay fix you",💜,2020-04-05T18:21:15Z,Akshat,1,2,4,0,133,1943,9800
rfWktbvZu_I,Graphic Era Deemed to be University | Career Guidance Webinar - 2nd April 2020,"The answers to all your higher education queries is right here! 
Driven by Prof. Dr. Kamal Ghanshala, President, Graphic Era Group of Institutions, an accomplished and renowned academician of the country, this is the best platform to get the answers to all your queries regarding the admissions procedure during this pandemic and get awareness on potential career options, and thriving fields and domains to pursue a degree in. Whether you’re from the Arts, Science, or Commerce department, this webinar is just for you! This interactive session will also help you realize your interests and capabilities with adept and proficient guidance from the leader of a university that has given flight to the ambitions of thousands of young students for 27 years.
Get to know potential career possibilities and future prospects, and how Graphic Era can help boost your career and help you explore your potential and passion. 
We look forward to having you as a valuable part of our student community!

Website: www.geu.ac.in | www.gehu.ac.in
Apply Now 
Graphic Era Deemed to be University @ https://www.geu.ac.in/content/geu/en/admissionform.html 
Graphic Era Hill University @ https://www.gehu.ac.in/content/gehu/en/admission-form.html

Toll Free Number: 1800 270 1280 | 1800 18000 14/15
WhatsApp Number: +91 74568 03478

Graphic Era Deemed to be University 
Facebook: https://www.facebook.com/GEUOfficial
Instagram: https://www.instagram.com/geuofficial
LinkedIn: https://www.linkedin.com/school/graphic-era-official
Twitter: https://twitter.com/GEU_Official
Virtual Tour: https://tour.geu.ac.in

Graphic Era Hill University
Facebook: https://www.facebook.com/gehu.official
Instagram: https://www.instagram.com/graphicerahilluniversity
LinkedIn: https://www.linkedin.com/company/graphic-era-hilluniversity
Twitter: https://twitter.com/graphicerahill1
YouTube: https://www.youtube.com/user/GEHUDehradun
Virtual Tour: https://tour.gehu.ac.in",The official website : www.geu.ac.in. Drop us an enquiry on the enquire now tab. We will reach out to you.,2020-04-02T05:03:16Z,Graphic Era deemed to be University Official,0,12,13,0,168,3127,9800
TAxyMG7jTlU,Graphic Era University | Career Guidance Webinar,"Do not allow times of distress hamper your search for your dream university. 

Graphic Era will be conducting a thoroughly enriching and refreshing Career Guidance Seminar for students across the nation. 

Our mission is to help you set your goals and attain them with finesse, and we stop at nothing to do so. 

Save the date: April 2, 2020 at 11:00AM

Get counselled by India's leading, highly accomplished academicians. Also get a chance to listen to Our chief mentor, Prof. (Dr.) Kamal Ghanshala, President, Graphic Era Group and learn the key ingredients to success in education and life.",The official website : www.geu.ac.in. Drop us an enquiry on the enquire now tab. We will reach out to you.,2020-04-01T06:06:51Z,Graphic Era deemed to be University Official,0,0,2,0,22,494,9800
Gy0gSKLXIZw,Graphic Era giving a hand and helping poor to fight through this tough time! Covid-19,"Every right brings a responsibility, and a leader is one who believes in the welfare of the people around him, before he thinks of his own.

Graphic Era Group of Institutions distributed 11 Tonnes of Food Grains and Essential Food Items to those in need of them, in these critical, testing times.

We encourage one and all to follow the same route and help those in need in whatever way possible. 

Let's empathize with the world, and symbolize unity and humanity. 

Stay safe, stay healthy.",please make a video with breif explanation about mba from deemed and hill both,2020-03-29T09:53:01Z,Kamal joshi,0,3,2,0,32,401,9800
B5lzsIGQL8Q,Graphic Era Deemed to be University | Mega Blood Donation Drive,"All of you are champions! Let’s look back at a selfless act that all Graphians , sometime back, indulged in. The mega blood donation drive at Graphic Era definitely contributed in saving many lives. 

It is in times like the one that we’re currently witnessing with Corona Virus rampaging across the globe, that you realise the kind of potential such acts of kindliness carry!

Come on Champions, let us know in the comments section, if you were one of the 2612 individuals who donated precious blood that day. Shout out to all Graphians!

Credits:
Music: Shattered Helium - Under The Sky (Epic, Heroic, Score Music) - https://www.youtube.com/watch?v=a4YUrTdsFCI&feature=youtu.be

#GraphicEra #BloodDonation #FromTheVault",We are proud of us that we are GRAPHIANS..,2020-03-26T17:16:37Z,conrad michael,2,1,1,0,38,386,9800
AdDuyJSYuWs,Graphic Era Deemed to be University | Alum B.Tech CSE 2019 | Ujjwal Kumar | Highest Package 55 Lacs,"Nothing beats determination and passion! 

Watch the journey of our cherished alumni, Mr Ujjwal Kumar, BTech CSE, GEU (Batch of 2019) and see his transformation from an inquisitive engineering aspirant to a triumphant Embedded Engineer with a whopping 55 Lacs package at SNS Design, USA!

Ujjwal talks about his passion for #ComputerScienceEngineering and describes his success story, by covering how the facilities, mentorship and opportunities at the Best University in Uttarakhand and one of the Top Universities of the country, Graphic Era University, were able to help him achieve his dream package while ensuring he follows his passion.

The insight into the world of #Drones and FPV #Drones in particular, will help understand the interesting aspects of the Embedded Systems' World, and help you realize the kind of potential it carries. Such extra-ordinary placements are achieved by students like Ujjwal, at Graphic Era University, because of their exceptional talent and the able guidance provided to them. Let's celebrate Engineering, and watch Ujjwal's success story in a small colorful enjoyable form.",We are proud of us that we are GRAPHIANS..,2020-03-17T05:39:22Z,conrad michael,2,0,6,0,116,3388,9800
A9XnvxVGBUg,Graphic Era Deemed to be University - Dehradun | Chess and Carrom Competition | 2020,"“Competition brings out the best in a product”

Graphic Era organized an inter-department chess and carrom tournament for students across the university. In order to promote healthy competition, temperament, and gaming spirit amongst youngsters, the event witnessed a large number of students showcasing their skills and having great fun doing so.

Check out the glimpses of the tournament",We are proud of us that we are GRAPHIANS..,2020-03-13T06:34:41Z,conrad michael,2,0,1,0,17,543,9800
iATRLmtEiGQ,Graphic Era | Alumni Reunion | Delhi Chapter 2020,"Glimpses of merry, disco and endless energy at Graphic Era's alumni meet, Delhi.",Nice...,2020-03-09T18:16:35Z,TFG,1,2,7,0,59,2469,9800
#NAME?,Graphic Era Deemed to be University | Women's Day 2020,"What exactly is Women Empowerment? 

What does it mean to you? 

We asked a couple of faculty and staff members at the GEU campus! Watch the video to know their thoughts! 

And do share your thoughts on empowerment, in the comment section below!",I wanted to take admission in graphic era University,2020-03-08T17:18:51Z,Mohit sagar,0,7,1,0,94,1198,9800
Ec08P7DCCSg,Graphic Era | International Women's Day | 2020,Graphic Era Deemed to be University and Graphic Era Hill University celebrates International Women's Day 2020 | Felicitating women achievers,I wanted to take admission in graphic era University,2020-03-07T06:06:53Z,Mohit sagar,0,0,0,0,21,838,9800
1szcaNd031U,Graphic Era Deemed to be University | Cultural Extravaganza | Grafest 2019 | Throwback,"For years, Graphic Era has groomed thousands of multifaceted and aesthetically endowed individuals who've always made us proud with their achievements. 

This video on GRAFEST 2019 the vibrant Diwali cultural extravaganza, has been created by our student Mr. Mayank Joshi, from Team Paper Tech, GEU. A treat to the eyes, this video is sure to bring back some joyous memories for all! Come, take a look!",Good work mayank👍,2020-03-04T05:36:14Z,Yuvraj Joshi,0,1,4,0,32,687,9800
Qxo4EySICaw,Graphic Era Deemed to be University | Tug of war,"A day of intense competition, adrenaline rush, and great fun! 

Watch how the students of various departments of the Graphic Era deemed to be University hauled their way towards victory in the Tug of War Championship, 2020!",Good work mayank👍,2020-02-05T11:37:31Z,Yuvraj Joshi,0,0,2,0,62,1663,9800
bfkGUjPrr1E,Graphic Era Deemed to be University | Republic Day Parade | 26 January 2020,"Free spirits, determined minds, Powerful voices and Pure blood... 

These factors constitute the citizens of an empowered nation.

This Republic Day, Graphic Era swore to nurture the youth of the country to grow up to become responsible, reliable, and resolute citizens of the country. 

Watch how the university celebrated this auspicious day in unanimity with the country.",Good work mayank👍,2020-01-28T11:26:57Z,Yuvraj Joshi,0,0,3,0,207,2334,9800
m3Ot4fWaj5U,Graphic Era Deemed to be University | Don Diablo | Harrdy Sandhu | Neeti Mohan | Grafest 2019,"GRAFEST-2K19 - Celebrity Presence -
- Don Diablo
- Hardy Sandhu
- Neeti Mohan

Experience the  aftermovie, and by the way, the movie's been created by our students as well! Just another feather in the cap.",Brrrruuuuuhhhhhh,2019-12-28T16:18:37Z,Vaibhav Sharma,0,3,2,0,83,2903,9800
rW4fRVCPRlo,Graphic Era Deemed to be University | Universal Hues 2019,"Graphic Era Deemed to be University witnessed an extravaganza of the cross cultural presentations on its campus- with International students and interns coming together to showcase their different art forms and cultural ethos to the Freshers of Graphic Era. These international students had descended from 14 countries (United Kingdom, France, Brazil, Serbia, Ukraine, Yemen, Liberia, Egypt, Angola, Malawi, Liberia, Ghana, Nigeria and Taiwan). It was an enthralling experience for all present.

What made this experience even more unique was the opportunity that it gave the students of Graphic Era to interact with the students from across the world and to taste their exotics cuisines, that the International Students had themselves prepared- to truly embrace the global experience!

A truly cosmopolitan experience!",Amazing 😘😘,2019-08-27T03:22:33Z,Himanshu Mishra,0,1,1,0,54,1521,9800
UpAtqsXVAeA,Graphic Era University | Choosing a University in India - Issued in student interest,"Graphic Era (Deemed to be University) is the National Board of Accredited (NBA) approved university with highest – grade score in North India and third in all India among 38 Universities assessed by NAAC in 2015
#AimHigh",Amazing 😘😘,2019-06-27T07:42:49Z,Himanshu Mishra,0,0,3,0,10,32027,9800
BUw18penv-s,Graphic Era Deemed to be University |  #GetReal | Promo - Episode 2,Ankit Chamoli and Suraj Rawat - Beatboxer and Rapper duo - Walking in from small towns in Garhwal and now delivering TedeX talks across the country,Amazing 😘😘,2019-06-20T08:43:01Z,Himanshu Mishra,0,0,2,0,11,354,9800
na8lMOCb6DQ,"Graphic Era Deemed to be University | #GetReal - Episode 1 | Ankush Dhall | Alum, Graphic Era, MCA","#GETREAL with Ankush Dhall- Director at American Express, Alumnus - Graphic Era - MCA (2004). Ankush was a product of the erstwhile GEIT (Graphic Era Institute of Technology) and now a top University of National and International Repute, Graphic Era University, Dehradun.

He had dropped in for an Alumni Meet, where we decided to play catch up and caught some raw emotions as a part of this small interview done at the Mass Communication Studio, inside the premise of the University. He very candidly talked about all of his experiences on campus, including the classes with Hon'ble Founder President, Grpahic Era Group of Institutions, Prof. Kamal Ghanshala. 

Ankush has made it big in the IT Field in a short span of time, and will go on to achieve greater heights in the near future. Graphic Era is proud of you and wish you all the best. As for the interview, it couldn't have been better. Like the promo, no scripts, just facts, let's #GETREAL and join in for the fun. Enjoy the episode.",Amazing 😘😘,2019-06-12T02:32:09Z,Himanshu Mishra,0,0,1,0,15,424,9800
bgdgv3RWV0g,Graphic Era Deemed to be University | #GETREAL | Ankush Dhall -1st Episode - Promo,"#GETREAL with Ankush Dhall- Director at American Express, alumnus - Graphic Era - MCA (2004)

Stay tuned for the complete episode!",Amazing 😘😘,2019-06-11T12:41:59Z,Himanshu Mishra,0,0,1,0,12,345,9800
X2cocgwYpHM,Graphic Era University | Vineet Chauhan | Patriotic Poet | 17th Kavi Sammelan | Dehradun,,Shat pratisat sahi kaha aap ne dear poet Vineetji,2019-04-21T06:25:50Z,Nabajyoti Ray,2,2,0,0,83,2704,9800
TQ9xE1U4VR8,"Graphic Era University | Birthday Wishes | Prof. Kamal Ghanshala | Founder President, Graphic Era",Birthday wishes for Prof. Dr. Kamal Ghanshala on his Birthday,Very nice person,2019-04-17T12:18:36Z,Sandeep Bhandari,1,4,3,0,124,3506,9800
rTMfQLywjEE,Graphic Era University | Choosing a University in India - Issued in student interest,"Graphic Era (Deemed to be University) Placement Stats:
Ms. Shubhi Muniyal (B.Tech CSE 2015-19) is placed at Adobe with an annual package of Rs 40.67 Lakhs. 

#AimHigh 

Graphic Era (Deemed to be University) students are registering their strong presence in most top global brands like Google, Apple, Adobe, Microsoft, JP Morgan Chase, Amazon, E&Y etc.","Nice Video
Watch and Subscribe us for latest videos on recent technology topics to equip your self better for a professional career in IT. 
Regards ITshades.com team
https://www.youtube.com/channel/UCmfVPKOQ2IMEQQW25P4-IhQ",2019-04-12T07:45:39Z,IT Shades,0,1,3,0,22,102224,9800
qBeEkED-WXE,Graphic Era University | Choosing a University in India - Issued in student interest,"Graphic Era (Deemed to be University) is the ONLY University in Uttarakhand Ranked No.1 with highest – grade score in North India and third in all India among 38 Universities assessed by NAAC in 2015
#AimHigh","Nice Video
Watch and Subscribe us for latest videos on recent technology topics to equip your self better for a professional career in IT. 
Regards ITshades.com team
https://www.youtube.com/channel/UCmfVPKOQ2IMEQQW25P4-IhQ",2019-04-03T04:11:27Z,IT Shades,0,1,5,0,44,307853,9800
JLE9_o-MIlg,Graphic Era deemed to be University | Choosing a University in India?,"Graphic Era (Deemed to be University) is the only All India Council for Technical Education (AICTE) approved university in Uttarakhand.
#AimHigh",Everything is perfect in our university but we hope it will  become to good more on basis of agriculture we need ICAR recognzation for it ....,2019-02-27T12:10:36Z,Sridhar Reddy,0,1,2,0,16,72207,9800
NDh_OcJ89G8,Graphic Era Deemed to be University | Kite Fest | After Movie | Dehradun,"Video allows us to tell the great stories... Here is the Kite Fest 2019 aftermovie.

Cinematography Credits: Shobit Rawat",I love graphic rea,2019-01-17T06:53:35Z,thakur neeraj chauhan,0,1,1,0,37,1278,9800
vXQVNaNK_Ys,Graphic Era Deemed to be University |After Movie | Grafest 2018,"After Movie Grafest 2018 

Graphic Era Deemed to be University
Graphic Era Hill University Dehradun
Graphic Era Hill University Bhimtal

Video Cinematography: Shobit Rawat",I love graphic rea,2018-10-30T06:08:03Z,thakur neeraj chauhan,0,0,10,0,267,7083,9800
vmP7rjOfZVs,Graphic Era Deemed to be University | 968+ offers | Placements,Graphic Era celebrates 968+ offers in first placement week for 2019 passing out batch!,congrats,2018-10-20T05:01:15Z,mridul ghanshala,0,12,31,0,397,15670,9800
hACoblxCwEE,PM Shri  Narendra Modi | Graphic Era Deemed to be University | Uttarakhand Investors Summit | 2018,Hon’ble PM Shri  Narendra Modi visiting Graphic Era’s stall at Uttarakhand Investors Summit 2018,congrats,2018-10-09T04:34:15Z,mridul ghanshala,0,0,3,0,40,1048,9800
qk20p7kvRY0,Graphic Era Deemed to be University | Alumni Meet Bhimtal Chapter | 2018,Toppers and Achievers meet 2018 @ Graphic Era Hill University Bhimtal,"Missing GEHU life
I have no words in my dictionary to express about  my GEHU bhimtal campus. ❤
Such a nice place to study , extracurricular activities always there in the campus.
Thanks to  Chancellor Sir, 
Dr. Kamal Ghanshala sir for opening such a  great university in Bhimtal.

Always missing my collage life❤",2018-10-05T10:23:04Z,The AdiS Vlog,3,5,9,0,291,6981,9800
Yvavn_ZpLXQ,Graphic Era University | Civil Engineering | Behavioural Based Safety- Dr. Shankar Murthy,"Department of Civil Engineering

Expert Lecture on ""Behavioural Based Safety"" by Dr. Shankar Murthy (Professor, Environmental Engineering & Management Group. National Institute of Industrial Engineering (NITIE), Mumbai)

Students of Civil Engineering came to know about the BBS (Behavior-based safety (BBS)

Behaviour-based safety (BBS) is the ""application of science of behavior change to real world safety problems"".","Missing GEHU life
I have no words in my dictionary to express about  my GEHU bhimtal campus. ❤
Such a nice place to study , extracurricular activities always there in the campus.
Thanks to  Chancellor Sir, 
Dr. Kamal Ghanshala sir for opening such a  great university in Bhimtal.

Always missing my collage life❤",2018-09-29T12:14:11Z,The AdiS Vlog,3,0,0,0,9,282,9800
1sqwd-robYw,Graphic Era University | Silver Jubilee Celebrations | Foundation Day | Dehradun,"Silver jubilee of Graphic Era was celebrated with great enthusiasm. Speaking on this occasion, President, Graphic Era Group, Professor Kamal Ghanshala said that the actual success of Graphic Era is the achievement of its students. He added that constant focus on the goal and chasing it with full potential is the guarantee to success. Prof. Ghanshala also completed 25 years of his professional life as a teacher today.

Copyrighted content: Coming Home (Dirty South Remix)","Missing GEHU life
I have no words in my dictionary to express about  my GEHU bhimtal campus. ❤
Such a nice place to study , extracurricular activities always there in the campus.
Thanks to  Chancellor Sir, 
Dr. Kamal Ghanshala sir for opening such a  great university in Bhimtal.

Always missing my collage life❤",2018-09-17T04:04:21Z,The AdiS Vlog,3,0,0,0,54,1266,9800
#NAME?,Graphic Era University | Global Village | International Students | Graphic Era | AIESEC,,"Missing GEHU life
I have no words in my dictionary to express about  my GEHU bhimtal campus. ❤
Such a nice place to study , extracurricular activities always there in the campus.
Thanks to  Chancellor Sir, 
Dr. Kamal Ghanshala sir for opening such a  great university in Bhimtal.

Always missing my collage life❤",2018-09-07T05:53:01Z,The AdiS Vlog,3,0,3,0,55,1638,9800
MoUnGnEmZIc,Play on Mahatma Gandhi 150th Birthday - Graphic Era Dehradun - Shadow Group,Play on Mahatma Gandhi  150th Birthday  UGC - Shadow - Graphic Era  Dehradun,Aag lgi di😇😯,2018-08-24T11:10:39Z,Shubham Rawat,0,17,5,0,157,2421,9800
SeZQ-LouUPw,Play on Mahatma Gandhi 150th Birthday - Graphic Era Dehradun - Aiina Group,Play on Mahatma Gandhi  150th Birthday- UGC- Aiina - Graphic Era  Dehradun,Superb✨Hats Off✨✨,2018-08-24T11:09:26Z,Anam Siddiqui,0,28,7,0,124,1992,9800
jUcrKY392K8,"Expert Lecture on ""Civil Engineering in Nuclear Industry"" by Dr. Dhirendra Kumar Jha","Expert Lecture on ""Civil Engineering in Nuclear Industry"" by Dr. Dhirendra Kumar Jha (Scientific Officer (F),NPSD, Atomic Energy Regulatory Board, Mumbai)

Students of Civil Engineering came to know about the Civil Engineering in the Nuclear Industry.

#Civil_Engineering #Nuclear_Industry",Superb✨Hats Off✨✨,2018-07-24T09:30:43Z,Anam Siddiqui,0,0,2,0,13,412,9800
LcMPXTUtnLI,Graphic Era Hill University Bhimtal Campus - 360 Tour,,Awesome video gehu 👌👌👌👌,2018-06-26T07:25:32Z,hunny panjwani,0,11,8,0,63,4218,9800
oWLz-MOABM0,Graphic Era deemed to be University Dehradun 360 video,,https://youtu.be/WPHvfc0f2cY,2018-06-26T07:19:25Z,THE MITRON,0,4,22,0,173,14059,9800
